#,Team,GP,% Time,Poss / Game,Points,PPP,FGm,FGM,FGA,FG%,aFG%,%TO,%FT,%SF,%Score
1,Vaughn College Warriors,1,1.1%,1,0,0,1,0,1,0%,0%,0%,0%,0%,0%
2,US Merchant Marine Academy,8,1.8%,1.5,0.3,0.167,0.8,0,0.8,0%,0%,33.3%,16.7%,0%,8.3%
3,Berkeley (NJ) Knights,1,6.5%,6,1,0.167,4,0,4,0%,0%,16.7%,16.7%,16.7%,16.7%
4,Lycoming College Warriors,26,3.7%,3.3,1.5,0.46,1.6,0.6,2.2,26.3%,28.9%,25.3%,10.3%,5.7%,21.8%
5,SUNY Delhi Broncos,12,5.8%,5.3,2.7,0.5,2.8,1.1,3.8,28.3%,31.5%,23.4%,4.7%,3.1%,23.4%
6,Pratt Institute Cannoneers,2,1.1%,1,0.5,0.5,0.5,0,0.5,0%,0%,0%,50%,50%,50%
7,Massachusetts College of Liberal Arts (MCLA),8,4.5%,4,2,0.5,1.1,0.8,1.9,40%,40%,43.8%,12.5%,9.4%,28.1%
8,Valley Forge Christian College Patriots,6,9.7%,8,4.2,0.521,5.3,1.8,7.2,25.6%,26.7%,8.3%,8.3%,6.3%,22.9%
9,Framingham State Rams,9,8.7%,6.8,3.7,0.541,3.2,1.6,4.8,32.6%,33.7%,24.6%,6.6%,4.9%,27.9%
10,Lehman,23,6.8%,6.2,3.4,0.552,2.9,1.2,4,29%,30.6%,23.1%,13.3%,7.7%,27.3%
11,Carroll (WI) Pioneers,25,8.2%,6.2,3.4,0.552,2.7,1.2,3.9,31.6%,34.2%,27.9%,11.7%,9.1%,26.6%
12,Johns Hopkins Blue Jays,29,12.4%,9.5,5.3,0.562,3.8,2,5.9,34.7%,36.2%,30.1%,9.4%,5.8%,28.3%
13,SUNY New Paltz Hawks,25,7.4%,6.4,3.7,0.581,3.3,1.3,4.6,28.4%,30.6%,18.1%,10.6%,8.8%,28.8%
14,Lyndon State Hornets,7,6.2%,6.1,3.6,0.581,3.6,1.4,5,28.6%,30%,11.6%,7%,7%,30.2%
15,New England Col.,8,7.5%,6.9,4,0.582,2.6,1.6,4.3,38.2%,38.2%,29.1%,10.9%,5.5%,29.1%
16,Farmingdale State Rams,26,7.2%,6.2,3.6,0.584,3,1.2,4.2,28.7%,31.9%,23.6%,11.2%,9.3%,28.6%
17,Pomona-Pitzer Saghens,21,7.9%,6.1,3.6,0.586,3.1,1.3,4.4,29%,33.3%,19.5%,10.2%,9.4%,28.1%
18,Mount Ida College Mustangs,14,8.2%,7.4,4.4,0.587,3,1.3,4.3,30%,32.5%,29.8%,13.5%,5.8%,28.8%
19,Roanoke Maroons,28,8.2%,6.5,3.8,0.588,2.8,1.4,4.2,33.3%,36.8%,30.2%,9.3%,7.7%,26.9%
20,Keene State Owls,16,9.4%,8.5,5,0.588,4.6,1.8,6.4,27.5%,30.9%,16.2%,11%,6.6%,27.9%
21,Williams College Ephs,29,10.6%,8.4,5,0.59,4.1,1.8,5.9,30.2%,32.6%,20.5%,11.5%,8.6%,29.1%
22,Kalamazoo College Hornets,25,6.9%,5.7,3.4,0.592,2.4,1,3.5,29.9%,32.2%,25.4%,14.1%,8.5%,29.6%
23,Occidental Tigers,25,9.5%,7.2,4.3,0.594,3.6,1.5,5.1,28.9%,32%,18.9%,11.7%,8.9%,28.9%
24,Centenary Gentlemen,25,8.2%,6.8,4.1,0.596,3.2,1.4,4.5,30.1%,33.2%,22.2%,12.3%,8.8%,30.4%
25,Amherst College Mammoths,25,8.8%,7.1,4.2,0.596,3.1,1.6,4.7,34.7%,36.9%,27%,10.1%,8.4%,28.7%
26,Kings (PA),24,4.2%,3.8,2.3,0.598,1.5,0.8,2.3,32.7%,37.3%,26.1%,16.3%,8.7%,28.3%
27,Mount St. Vincent Dolphins,11,10.9%,8.9,5.4,0.602,3.8,1.7,5.5,31.1%,37.7%,28.6%,11.2%,6.1%,26.5%
28,Haverford Fords,24,10.5%,8.7,5.3,0.608,4.5,1.9,6.4,30.1%,33%,18.7%,9.1%,8.1%,29.2%
29,Maine Maritime Academy Mariners,8,11.7%,10.3,6.3,0.61,5.5,2.4,7.9,30.2%,34.9%,18.3%,4.9%,3.7%,28%
30,Hamilton College,29,10%,8.9,5.4,0.61,4,1.9,6,32.4%,36.1%,25.5%,9.7%,7.7%,28.6%
31,William Paterson Pioneers,29,8.8%,7.4,4.6,0.611,3.2,1.4,4.7,30.9%,33.8%,25.5%,13%,8.8%,31%
32,Rivier,10,3.4%,3.1,1.9,0.613,1.7,0.7,2.4,29.2%,35.4%,16.1%,6.5%,3.2%,25.8%
33,Wesleyan (CT),28,10.3%,8.6,5.3,0.617,4.3,1.6,5.9,27.9%,32.7%,20.8%,11.3%,7.9%,28.8%
34,PennState-Behrend,29,12.8%,9.4,5.8,0.618,4.6,2.3,6.9,34%,37.8%,22.8%,6.3%,5.1%,28.3%
35,Rutgers-Camden Scarlet Raptors,22,6.5%,5.6,3.5,0.621,2.4,1.4,3.8,37.3%,41%,29%,6.5%,4%,28.2%
36,Austin College Roos,24,6.8%,6.4,4,0.623,3,1.3,4.2,29.7%,32.7%,23.4%,13.6%,10.4%,29.2%
37,Wisconsin-(Stout) Blue Devils,25,5.2%,3.8,2.4,0.625,1.6,1,2.6,37.5%,40.6%,27.1%,10.4%,8.3%,30.2%
38,Berkeley (NY) Knights,1,8.3%,8,5,0.625,6,2,8,25%,31.3%,0%,0%,0%,25%
39,Wisconsin-(Platteville) Pioneers,29,11%,8.5,5.3,0.626,4.1,1.9,6,32.2%,35.3%,21.5%,8.9%,6.9%,30.1%
40,Marymount (VA) Saints,25,6.6%,5.2,3.3,0.626,2.7,1.3,4,32%,33%,15.3%,11.5%,10.7%,31.3%
41,Emmanuel (MA) Saints,22,3.7%,3,1.9,0.627,1.2,0.7,1.9,38.1%,39.3%,23.9%,13.4%,6%,34.3%
42,Rosemont Ravens,27,6.3%,5.1,3.2,0.63,1.8,1.1,2.9,38.5%,40.4%,30.4%,14.5%,10.9%,31.9%
43,Mary Washington Eagles,27,7.2%,6,3.8,0.63,1.9,1.5,3.4,45.1%,47.3%,37.7%,8%,5.6%,30.9%
44,Clark MA Cougars,23,3.7%,3.2,2,0.63,0.7,0.8,1.5,51.4%,51.4%,42.5%,9.6%,4.1%,32.9%
45,Augsburg University Auggies,29,10.7%,8.4,5.3,0.633,3.2,2,5.2,38.2%,40.8%,29.4%,9%,6.5%,31%
46,St. Lawrence Saints,25,3.1%,2.6,1.7,0.636,1,0.7,1.7,42.9%,44%,30.3%,6.1%,3%,31.8%
47,Husson,24,10%,9,5.7,0.637,4.4,2,6.4,31.2%,35.4%,19.1%,11.6%,9.8%,30.7%
48,PennState-Harrisburg,25,6.6%,5.4,3.5,0.64,2.3,1.3,3.6,36%,40.4%,23.5%,12.5%,6.6%,30.1%
49,MIT Engineers,32,10.7%,8.3,5.3,0.643,3.6,2,5.6,36%,37.4%,24.1%,11.3%,10.2%,32%
50,Virginia Wesleyan Marlins,25,13.9%,11.5,7.4,0.645,5.3,2.6,8,33.2%,36.4%,21.3%,11.8%,8.7%,31.4%
51,Franciscan University of Steubenville Barons,26,8.8%,7.2,4.7,0.649,3.1,1.5,4.7,33.1%,36%,24.5%,12.2%,9%,31.4%
52,Juniata,29,10.3%,8.1,5.2,0.65,2.9,1.9,4.8,39.3%,41.4%,30.8%,12.8%,10.3%,31.6%
53,Arcadia University Knights,29,7.1%,5.8,3.8,0.651,2.6,1.2,3.8,31.5%,34.2%,21.3%,13.6%,6.5%,32.5%
54,Salisbury Sea Gulls,27,6.3%,5.1,3.3,0.652,2.3,1,3.3,31.5%,34.8%,23.2%,12.3%,10.9%,32.6%
55,PennState-Altoona,26,8%,7.6,5,0.652,3.5,1.9,5.4,35.7%,39.3%,22.2%,8.6%,5.1%,30.8%
56,Elms,4,6.5%,5.8,3.8,0.652,3,1,4,25%,31.3%,17.4%,13%,8.7%,30.4%
57,Norwich,13,4.4%,3.8,2.5,0.653,1.5,0.8,2.4,35.5%,40.3%,24.5%,14.3%,14.3%,32.7%
58,Suffolk Rams,17,8.9%,7,4.6,0.655,3.2,1.6,4.8,34.1%,36.6%,18.5%,15.1%,10.1%,32.8%
59,Gettysburg College Bullets,25,8.3%,6.4,4.2,0.656,2.7,1.5,4.2,36.2%,37.6%,23.1%,15%,11.9%,33.8%
60,Northland College Lumberjacks,27,9%,6.9,4.5,0.659,2.6,1.8,4.4,40.3%,41.2%,27.6%,10.3%,9.2%,33.5%
61,McDaniel Green Terror,24,8.1%,5.8,3.8,0.662,2,1.3,3.3,38.8%,40.6%,28.8%,18%,12.2%,32.4%
62,Piedmont Lions,28,12.1%,10.3,6.9,0.664,5.4,2.5,7.9,32%,37.8%,17%,6.9%,5.2%,30.1%
63,Emory University Eagles,29,8.7%,7.3,4.9,0.665,3.7,1.7,5.3,31.6%,36.5%,18.9%,9.9%,7.5%,30.2%
64,Albright Lions,26,11.2%,10.2,6.8,0.665,5.2,2.3,7.5,30.9%,34.3%,16.5%,11.3%,7.1%,32%
65,Randolph-Macon Yellow Jackets,26,11.9%,9,6,0.667,3.3,2.2,5.5,39.9%,41.3%,29.5%,13.7%,11.1%,32.9%
66,Pennsylvania College of Technology Wildcats,9,3.5%,3,2,0.667,1.4,0.7,2.1,31.6%,31.6%,7.4%,22.2%,14.8%,37%
67,Lesley Lynx,5,7.5%,5.4,3.6,0.667,2.4,1,3.4,29.4%,32.4%,25.9%,14.8%,14.8%,29.6%
68,Concordia (TX) Tornadoes,27,4.1%,3.9,2.6,0.667,1.4,0.9,2.2,38.3%,39.2%,31.4%,16.2%,12.4%,31.4%
69,Alfred State Pioneers,15,11.2%,9.8,6.5,0.667,4.5,2.1,6.6,32.3%,37.4%,22.4%,11.6%,8.2%,31.3%
70,D'Youville,23,8.5%,8,5.3,0.668,4.1,1.8,6,30.7%,33.9%,15.8%,11.4%,9.8%,32.1%
71,Denison (OH) Big Red,27,10.2%,8,5.4,0.668,3.1,1.8,4.9,36.4%,42%,30.4%,10.6%,8.3%,30.9%
72,Grove City Wolverines,26,7.8%,6.2,4.1,0.669,2.8,1.5,4.2,34.5%,36.8%,20.6%,12.5%,11.3%,33.8%
73,Bridgewater College Eagles,28,10.8%,9.4,6.3,0.669,4.1,2.2,6.3,35.2%,37.8%,21.3%,12.2%,9.1%,33.8%
74,Franklin & Marshall Diplomats,29,12.3%,9.9,6.7,0.67,4,2.2,6.1,35.4%,38.5%,24.7%,15.6%,10.4%,33%
75,Oglethorpe Stormy Petrels,27,6.7%,5.5,3.7,0.671,2.6,1.4,4,34.3%,37%,17.4%,12.1%,10.7%,32.2%
76,SUNY Old Westbury Panthers,10,7%,6.1,4.1,0.672,2.6,1.4,4,35%,38.8%,23%,11.5%,4.9%,34.4%
77,Macalester College Scots,24,2.3%,2.2,1.5,0.673,1.1,0.5,1.6,28.9%,31.6%,13.5%,13.5%,9.6%,32.7%
78,Fitchburg State,6,8.6%,7.7,5.2,0.674,3.8,1.7,5.5,30.3%,36.4%,15.2%,13%,6.5%,32.6%
79,Linfield College Wildcats,27,5.6%,4.6,3.1,0.675,2.2,1.1,3.3,32.6%,38.2%,19.5%,8.9%,6.5%,31.7%
80,Lakeland (WI) Muskies,26,11%,10.1,6.8,0.676,5,2.2,7.2,31%,35.3%,17.9%,12.6%,11.1%,31.7%
81,Yeshiva Maccabees,11,9.6%,8.5,5.7,0.677,3.7,1.9,5.6,33.9%,35.5%,20.4%,16.1%,15.1%,34.4%
82,Christopher Newport Captains,29,12.4%,10.3,7,0.677,5.5,2.8,8.3,33.6%,35.5%,13%,7.7%,7%,32.7%
83,Pitt Greensburg Bobcats,23,7.6%,6.3,4.3,0.678,3,1.4,4.4,31.4%,33.3%,17.1%,15.8%,11%,33.6%
84,Washington (St. Louis) Bears,26,14.5%,12.1,8.2,0.682,5.4,3.2,8.6,36.8%,41.5%,22.3%,7.6%,5.4%,31.2%
85,Huntingdon Hawks,24,7.3%,6.5,4.5,0.682,3,1.5,4.4,33%,37.3%,21%,14%,8.9%,32.5%
86,Cabrini Caveliers,29,7.5%,6.5,4.4,0.683,3.2,1.7,4.9,35%,38.5%,16.9%,7.9%,6.9%,32.8%
87,Frostburg State Bobcats,27,8.3%,7.4,5.1,0.685,3.7,1.9,5.6,33.3%,38%,17%,9.5%,7.5%,32%
88,Webster University,19,8.4%,6.9,4.7,0.687,3.1,1.7,4.8,35.2%,39%,22.1%,9.2%,6.9%,32.1%
89,Stevens (NJ) Ducks,26,8.7%,7.6,5.2,0.687,3.6,1.9,5.5,35%,38.1%,18.7%,9.6%,7.1%,33.3%
90,Dickinson (PA) Red Devils,26,8.1%,6.3,4.3,0.687,3,1.5,4.4,33%,37%,18.4%,14.1%,9.2%,31.3%
91,Averett University Cougars,26,8.7%,7.6,5.2,0.687,3.4,1.9,5.3,35.5%,38.8%,19.7%,12.6%,9.1%,33.8%
92,Saint John's (MN) Johnnies,27,12.7%,9.7,6.7,0.688,4.9,2.5,7.3,33.8%,37.4%,16%,10.3%,8.4%,32.7%
93,Mitchell College (CT) Mariners,9,7.4%,7.1,4.9,0.688,3,2,5,40%,43.3%,25%,4.7%,4.7%,32.8%
94,Wells,12,4.1%,3.8,2.6,0.689,1.8,0.8,2.6,32.3%,37.1%,17.8%,13.3%,6.7%,33.3%
95,Nichols,29,6%,5.2,3.6,0.689,2.2,1.5,3.7,39.8%,43.1%,22.5%,6%,4%,33.8%
96,Whitman Blues,31,5.8%,5.5,3.8,0.692,2.3,1.4,3.6,38.1%,43.4%,25%,11%,9.9%,32%
97,St. Scholastica Saints,26,10.1%,8,5.5,0.692,3.4,2.2,5.5,38.9%,41%,23.1%,9.6%,7.2%,33.7%
98,Tufts Jumbos,24,9.2%,8.1,5.6,0.696,3.5,2.3,5.8,38.8%,41.4%,21.1%,8.2%,5.7%,34%
99,Sarah Lawrence College Gryphons,22,8.4%,7.2,5,0.696,3.7,1.9,5.6,33.3%,36.6%,13.3%,9.5%,7%,33.5%
100,Marywood Pacers,26,5.3%,4.3,3,0.696,2.2,1.2,3.4,35.2%,38.6%,14.3%,8.9%,6.3%,33%
101,Colby Mules,24,9.7%,8.6,6,0.696,4.3,2.3,6.5,34.6%,38.1%,16.9%,11.1%,7.2%,32.9%
102,Baruch Bearcats,27,8.5%,6.7,4.7,0.696,2.8,1.7,4.5,37.7%,41.8%,27.1%,8.8%,7.7%,30.9%
103,Hood,25,1.5%,1.3,0.9,0.697,0.6,0.3,0.9,36.4%,47.7%,27.3%,6.1%,3%,30.3%
104,St. Olaf Oles,28,10.2%,7.6,5.3,0.698,3.1,1.9,5,37.9%,41.8%,25.9%,11.8%,10.8%,33%
105,Wisconsin Lutheran Warriors,25,8.2%,7,4.9,0.699,2.6,1.7,4.4,39.4%,41.7%,25.6%,13.1%,9.7%,35.2%
106,Sul Ross State Lobos,29,11.9%,10.7,7.4,0.699,5,2.5,7.5,33.5%,36.7%,19.4%,12.3%,8.4%,33.3%
107,John Carroll University Blue Streaks,31,9.2%,8.7,6.1,0.699,3.8,2.1,5.9,35%,39.1%,20.1%,13.8%,10.8%,33.8%
108,Illinois Tech Scarlet Hawks,19,9.8%,7.7,5.4,0.699,3.4,1.8,5.2,34.3%,37.4%,21.2%,13%,9.6%,32.9%
109,Ohio Wesleyan,28,15.7%,13.4,9.4,0.701,7.4,3.5,10.9,31.8%,35.4%,11.7%,8.3%,6.7%,32.5%
110,Maine Presque Isle Owls,21,9.8%,8.4,5.9,0.701,4.2,2.2,6.5,34.6%,37.5%,14.1%,13%,11.9%,32.8%
111,Sage Colleges,20,8.2%,7.1,5,0.702,3.7,2,5.7,34.5%,35.8%,9.9%,9.9%,9.2%,35.5%
112,Neumann Knights,31,9.4%,8.1,5.7,0.702,3.6,2.1,5.7,36.5%,41%,19.4%,10.3%,8.3%,33.7%
113,Southern Maine,13,6.5%,5.7,4,0.703,2.8,1.5,4.2,34.5%,38.2%,14.9%,10.8%,9.5%,36.5%
114,York (PA) Spartans,30,7.6%,6.6,4.7,0.704,3.3,1.8,5.1,35.1%,39%,16.1%,7.5%,5.5%,33.7%
115,St. Thomas (MN) Tommies,26,12.6%,9.7,6.8,0.704,5.1,2.6,7.7,33.5%,36.8%,12.3%,11.1%,9.1%,32.8%
116,Salem State Vikings,12,7.5%,6.8,4.8,0.704,3.3,1.8,5.1,36.1%,39.3%,17.3%,8.6%,7.4%,34.6%
117,Manhattanville College Valiant,25,9.5%,7.9,5.6,0.707,4.2,2.2,6.5,34.6%,38.3%,12.1%,8.6%,7.6%,32.3%
118,Earlham College Quakers,25,9%,7.4,5.2,0.708,2.8,1.8,4.6,40%,43%,28.1%,12.4%,9.2%,33.5%
119,Thomas More Saints,28,10.9%,7.8,5.5,0.711,4.3,2.3,6.5,35%,37.7%,11%,7.3%,6.9%,33.9%
120,Marietta Pioneers,28,13.6%,11.1,7.9,0.711,5.1,2.7,7.8,34.2%,38.8%,19.3%,11.6%,6.1%,33.1%
121,Mary Hardin-Baylor Crusaders,25,9.3%,8.5,6,0.712,4.1,2.2,6.3,34.4%,38.5%,17.9%,9%,7.1%,33%
122,Widener,27,9.3%,7.7,5.5,0.713,3.7,2.1,5.8,36.5%,40.7%,16.7%,11.5%,10.5%,34.4%
123,Endicott College Gulls,28,12.1%,10.6,7.6,0.714,5.4,3,8.4,35.6%,39.6%,16.5%,7.7%,6.4%,31.3%
