Game_ID,Session_ID,LineUp_ID,Game_Status_ID,Player_Name,Pts,OffReb,DefReb,TtlReb,FGA,FGM,FGm,Two_FGA,Two_FGM,Two_FGm,Three_FGA,Three_FGM,Three_FGm,Ast,Stl,FTA,FTM,FTm
4,1,6,1,Kohl Linder,4,2,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0
4,1,6,1,Jake Digiorgio,2,0,0,0,2,1,1,2,1,1,0,0,0,0,1,0,0,0
4,1,6,1,Jake Bruns,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
4,1,6,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,6,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,1,Brett Ott,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
4,1,7,1,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,1,Parker Joncus,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4,1,8,1,Capriest Gardner,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,8,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,1,8,1,Brett Ott,3,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0
4,1,8,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,8,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,9,1,Calvin Schmitz,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
4,1,9,1,Capriest Gardner,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
4,1,9,1,Jake Bruns,2,1,0,1,3,1,2,3,1,2,0,0,0,0,0,0,0,0
4,1,9,1,Jake Digiorgio,0,3,3,6,3,0,3,3,0,3,0,0,0,1,0,0,0,0
4,1,9,1,Parker Joncus,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4,2,1,1,Jake Digiorgio,2,1,3,4,2,1,1,2,1,1,0,0,0,1,1,0,0,0
4,2,1,1,Max Hisatake,8,2,1,3,5,3,2,5,3,2,0,0,0,1,0,2,2,0
4,2,1,1,Jake Bruns,3,0,1,1,4,1,3,1,0,1,3,1,2,0,0,0,0,0
4,2,1,1,Calvin Schmitz,5,1,0,1,5,2,3,3,1,2,2,1,1,1,2,0,0,0
4,2,1,1,Parker Joncus,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
4,2,2,1,Jason Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,2,1,Jake Digiorgio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,1,Max Hisatake,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4,2,2,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,1,Kohl Linder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,1,Jason Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,1,Max Hisatake,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4,2,3,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,4,1,Capriest Gardner,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4,2,4,1,Jake Bruns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,4,1,Kohl Linder,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
4,2,4,1,Jason Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,4,1,Parker Joncus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,5,1,Calvin Schmitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,5,1,Jake Digiorgio,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
