player_id,team_cumulative_id,team_id,min,sst,sstexpts,pts,ast,turnover,ast_to_ratio,stl,stlpos,blk,ttlreb,offreb,defreb,field_goals_attempt,field_goals_made,field_goals_missed,field_goal_percentage,adjusted_field_goal_percentage,two_field_goals_attempt,two_field_goals_made,two_field_goals_missed,two_field_goal_percentage,three_field_goals_attempt,three_field_goals_made,three_field_goals_missed,three_field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_missed,free_throw_percentage,and_one,personal_fouls_taken,total_personal_fouls_commited,gp
162,38,2,6,-1,-1,0,0,4,0,0,2,0,1,1,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,2,4
163,33,2,617,0.51,0.17,121,27,34,0.79,20,14,1,67,10,57,90,40,50,0.444,0.539,45,23,22,0.511,45,17,28,0.378,39,24,15,0.615,2,32,46,26
164,36,2,302,0.94,0.37,123,33,51,0.65,18,19,14,73,12,61,116,51,65,0.44,0.47,86,44,42,0.512,30,7,23,0.233,23,14,9,0.609,5,25,70,24
165,40,2,712,1.07,0.38,270,39,46,0.85,23,22,24,146,44,102,186,109,77,0.586,0.586,186,109,77,0.586,0,0,0,,78,52,26,0.667,6,74,45,26
166,39,2,295,1.03,0.3,147,2,9,0.22,5,5,11,55,15,40,133,63,70,0.474,0.485,126,60,66,0.476,7,3,4,0.429,24,18,6,0.75,3,19,35,26
167,99,6,867,0.99,0.34,305,58,57,1.02,21,19,11,179,54,125,224,110,114,0.491,0.527,179,94,85,0.525,45,16,29,0.356,105,69,36,0.657,7,75,93,33
168,96,6,105,0.48,0.16,22,2,10,0.2,0,2,1,23,8,15,20,9,11,0.45,0.45,19,9,10,0.474,1,0,1,0,8,4,4,0.5,2,7,17,13
169,89,6,793,0.76,0.21,294,39,42,0.93,23,24,2,104,15,89,250,95,155,0.38,0.51,84,30,54,0.357,166,65,101,0.392,52,39,13,0.75,2,35,56,33
170,101,6,390,1.02,0.26,189,14,38,0.37,13,8,19,74,11,63,125,74,51,0.592,0.688,80,50,30,0.625,45,24,21,0.533,23,17,6,0.739,4,26,67,30
171,98,6,785,0.83,0.33,252,58,35,1.66,38,22,5,100,26,74,210,85,125,0.405,0.509,91,41,50,0.451,119,44,75,0.37,53,38,15,0.717,2,44,45,33
172,100,6,618,0.59,0.19,201,35,32,1.09,19,16,1,65,8,57,164,69,95,0.421,0.601,20,10,10,0.5,144,59,85,0.41,5,4,1,0.8,0,16,45,33
173,92,6,906,1.77,0.47,549,174,81,2.15,43,34,2,124,24,100,355,173,182,0.487,0.542,259,134,125,0.517,96,39,57,0.406,187,164,23,0.877,12,150,64,32
174,90,6,93,0.73,0.33,30,8,7,1.14,7,5,2,10,1,9,30,12,18,0.4,0.467,17,8,9,0.471,13,4,9,0.308,3,2,1,0.667,0,4,12,12
175,97,6,417,1.41,0.64,183,23,42,0.55,31,15,18,158,47,111,122,74,48,0.607,0.607,122,74,48,0.607,0,0,0,,70,35,35,0.5,6,55,69,21
